NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
811031313,CASA MAGNA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4754,COMERCIO,$0.05,$0.00,$0.03,$0.03,$0.01,2022
900038024,ALIANZA DIAGNOSTICA S.A.,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,8691,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.00,2022
860020609,LABORATORIOS SMART S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2023,MANUFACTURA,$0.05,-$0.00,$0.05,$0.02,$0.04,2022
811041566,DISTRIBUCIONES DE PRODUCTOS FULL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1921,MANUFACTURA,$0.05,$0.00,$0.03,$0.02,$0.01,2022
830080157,EL CERDITO DE LA CORTE LIMITADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4723,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.00,2022
891200300,INDUSTRIA CAFETERA DE NARINO SAS,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,PASTO-NARIÑO,1062,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.02,2022
900028123,CONSTRUCTORA KOVOK SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.05,$0.00,$0.02,$0.01,$0.01,2022
830057739,STRONG MACHINE,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4645,COMERCIO,$0.05,$0.00,$0.05,$0.01,$0.04,2022
817000717,PROPULSORA SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,GUACHENÉ-CAUCA,2432,MANUFACTURA,$0.05,$0.00,$0.02,$0.01,$0.01,2022
900154466,PORCIGENES S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,144,AGROPECUARIO,$0.05,$0.00,$0.04,$0.02,$0.01,2022
860042155,PROEMPAQUES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$0.05,$0.01,$0.04,$0.01,$0.03,2022
900576528,IMPORTADORA JOTAPARTES SAS,SUPERSOCIEDADES,Eje Cafetero,QUINDIO,ARMENIA-QUINDIO,4541,COMERCIO,$0.05,$0.01,$0.03,$0.01,$0.02,2022
800089663,DALI JOYERIA RELOJERIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4774,COMERCIO,$0.05,$0.00,$0.04,$0.02,$0.02,2022
900955183,"MECALUX COLOMBIA, S A  S",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4662,COMERCIO,$0.05,-$0.00,$0.02,$0.02,-$0.00,2022
813007077,TWM S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3900,SERVICIOS,$0.05,$0.00,$0.05,$0.03,$0.02,2022
890900145,INDUSTRIAS METÀLICAS SUDAMERICANAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2599,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.02,2022
900308942,PROMOTORA INMOBILIAIRA LA CUENCA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,$0.05,$0.00,$0.19,$0.19,$0.00,2022
830047411,KATA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5611,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.00,2022
830048654,SAS INSTITUTE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$0.05,$0.00,$0.03,$0.03,$0.00,2022
800206075,EDEXA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4649,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022
900536058,CORPORACION DE INVERSIONES DE COLOMBIA S.A. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.05,-$0.01,$0.40,$0.27,$0.13,2022
830055898,COLLIERS INTERNATIONAL COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6820,SERVICIOS,$0.05,$0.00,$0.03,$0.03,$0.00,2022
901033503,BOYDORR NUTRTION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,1089,MANUFACTURA,$0.05,-$0.01,$0.02,$0.02,$0.00,2022
890929951,CONCRETOS Y ASFALTOS SA EN PROCESO DE REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,811,MINERO,$0.05,-$0.01,$0.29,$0.15,$0.14,2022
860511911,SERIES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3110,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.02,2022
900247961,CONSTRUCTORA MATICCES P & B LTDA,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4290,CONSTRUCCIÓN,$0.05,$0.00,$0.01,$0.00,$0.01,2022
890100814,IMPUCHE SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,2592,MANUFACTURA,$0.05,$0.00,$0.03,$0.02,$0.01,2022
900169407,JG REPRESENTACIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,4690,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022
890406136,ANTONIO SPATH & CÍA. S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,4659,COMERCIO,$0.05,$0.00,$0.04,$0.02,$0.02,2022
900418144,MULTINTEGRAL SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4741,COMERCIO,$0.05,$0.00,$0.02,$0.02,$0.01,2022
830102080,TODACO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022
900675394,ALGAR TECNOLOGIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,6201,SERVICIOS,$0.05,$0.00,$0.03,$0.02,$0.01,2022
891200701,DISPROPAN SAS,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,PASTO-NARIÑO,4711,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.01,2022
892000217,ROJAS HERMANOS SAS,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4663,COMERCIO,$0.05,$0.00,$0.03,$0.01,$0.02,2022
900615820,INVERSIONES GONDWANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,7740,SERVICIOS,$0.05,$0.02,$0.10,$0.02,$0.08,2022
830109997,OTTO BOCK HELTHCARE ANDINA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.05,$0.00,$0.08,$0.06,$0.02,2022
830084433,SOCIEDAD CAMERAL DE CERTIFICACION DIGITAL CERTICAMARA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$0.05,$0.00,$0.04,$0.02,$0.03,2022
830116939,INVERSIONES MATIZ ALDANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.05,$0.00,$0.20,$0.03,$0.17,2022
811046781,MP GALAGRO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4664,COMERCIO,$0.05,$0.00,$0.03,$0.02,$0.01,2022
860001498,LEGISLACION ECONOMICA S.A. LEGIS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1811,MANUFACTURA,$0.05,-$0.00,$0.05,$0.04,$0.01,2022
830011060,CERAGON AMERICA  LATINA LTDA SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4722,COMERCIO,$0.05,-$0.01,$0.04,$0.07,-$0.03,2022
900277743,SERVI OIL DTC SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4923,SERVICIOS,$0.05,$0.00,$0.06,$0.05,$0.01,2022
890913319,CESDE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8551,SERVICIOS,$0.05,$0.00,$0.04,$0.03,$0.01,2022
890915992,INVERSIONES URBANISMO Y CONSTRUCCIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,$0.05,$0.04,$0.20,$0.03,$0.17,2022
900176591,NOVELL SOFTWARE NOLA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5820,SERVICIOS,$0.05,$0.00,$0.01,$0.01,$0.00,2022
815003266,LUBRYCO Y CIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,4731,COMERCIO,$0.05,$0.01,$0.02,$0.01,$0.01,2022
800119574,SOCIEDAD DE SERVICIOS OCULARES SAS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,$0.05,$0.00,$0.03,$0.03,$0.01,2022
890918866,ANDINA DE CONSTRUCCIONES Y ASOCIADOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4220,CONSTRUCCIÓN,$0.05,$0.00,$0.05,$0.03,$0.02,2022
830075637,JOSE MARIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4711,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022
900869003,B BRAUN SURGICAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,3250,MANUFACTURA,$0.05,$0.00,$0.04,$0.03,$0.01,2022
901092622,ACEITES Y GRASAS DE OCCIDENTE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,4631,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.00,2022
800068234,INGENIERIA ESPECIALIZADA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.01,2022
830147359,INMOBILIARIA CMB SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.05,$0.00,$0.27,$0.07,$0.20,2022
800234953,COMPAÑIA CALIFORNIA S.A. EN REORGANIZACIÓN,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.05,$0.00,$0.06,$0.05,$0.01,2022
900416733,ACOSUCRE LIMITADA,SUPERSOCIEDADES,Costa Atlántica,SUCRE,SINCELEJO-SUCRE,4631,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022
830103701,INVERSIONES ALDEMAR S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2920,MANUFACTURA,$0.05,$0.00,$0.07,$0.01,$0.05,2022
901315814,MAZCARNES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4723,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.00,2022
900340610,WB INGENIERIA DE PROYECTOS S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4321,CONSTRUCCIÓN,$0.05,$0.00,$0.03,$0.02,$0.01,2022
800142811,COMERCIALIZADORA INTERNACIONAL DE COLORANTES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.05,$0.00,$0.05,$0.02,$0.04,2022
800151054,CONSTRUCTORA DE OBRAS DE VIVIENDA E INGENIERIA SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4290,CONSTRUCCIÓN,$0.05,$0.00,$0.06,$0.04,$0.02,2022
891903664,ELECTRO INGENIERIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,TULUA-VALLE,4321,CONSTRUCCIÓN,$0.05,$0.00,$0.03,$0.02,$0.01,2022
900494362,TECNOMEDICA MD SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4645,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.01,2022
800181845,EL FORRAJE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,1090,MANUFACTURA,$0.05,$0.00,$0.03,$0.02,$0.01,2022
891200235,DISTRIMAYOR PASTO SAS,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,PASTO-NARIÑO,4645,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.01,2022
900471195,IDEAS MUSICALES DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$0.05,$0.00,$0.05,$0.05,$0.01,2022
890306172,SANCHEZ GIRALDO Y CIA S EN C PROCASAN,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,6810,SERVICIOS,$0.05,$0.02,$0.19,$0.05,$0.13,2022
891300245,COMPAÑÍA AEROFUMIGACIONES CALIMA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,161,AGROPECUARIO,$0.05,$0.00,$0.05,$0.02,$0.03,2022
860511232,BERLITZ COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8551,SERVICIOS,$0.05,$0.00,$0.04,$0.03,$0.01,2022
900552241,GEOFLORA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.05,$0.00,$0.04,$0.03,$0.01,2022
900196493,DESTILERIA RIOPAILA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,ZARZAL-VALLE,8299,SERVICIOS,$0.05,-$0.00,$0.15,$0.05,$0.11,2022
900183992,MARCAS EUROPEAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4771,COMERCIO,$0.05,$0.00,$0.05,$0.03,$0.02,2022
860055583,EQUIPOS Y CONTROLES INDUSTRIALES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.05,$0.00,$0.04,$0.03,$0.02,2022
900385084,GRUPO SOLAIRE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,4690,COMERCIO,$0.05,$0.00,$0.02,$0.02,$0.00,2022
830040045,IMPORTADORA MONTECARLO MOTORS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4653,COMERCIO,$0.05,$0.00,$0.06,$0.04,$0.02,2022
860517194,CONSTRUCTORA LA RAMADA SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,TURBACO-BOLIVAR,4111,CONSTRUCCIÓN,$0.05,$0.01,$0.10,$0.04,$0.06,2022
890905047,SERVICIOS GRUPO BIOS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,7010,SERVICIOS,$0.05,$0.00,$0.28,$0.02,$0.26,2022
800237432,SUMINISTRAMOS RECURSOS HUMANOS TEMPORALES SUMITEMP S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7820,SERVICIOS,$0.05,$0.00,$0.01,$0.01,$0.00,2022
900880839,SUPERMERCADOS GALERIAS PLAZA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4711,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.00,2022
890402766,APARTA HOTEL DON BLAS S.A,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,5511,SERVICIOS,$0.05,$0.02,$0.10,$0.05,$0.05,2022
900058810,ESCALA IMPRESORES SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1811,MANUFACTURA,$0.05,$0.01,$0.04,$0.02,$0.02,2022
900204617,MEDICUC IPS LTDA 1,SUPERSALUD,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,8621,SERVICIOS,$0.05,$0.00,$0.03,$0.01,$0.02,2022
900335259,CREDITOS ORBE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,6499,SERVICIOS,$0.05,$0.00,$0.19,$0.12,$0.07,2022
860536195,AGRICOLA EL CACTUS PRODUCCIÓN Y MERCADEO DE PRODUCTOS AGROPECUARIOS A0125 - CULTIVO DE FLOR DE CORTE 01. ANUAL AGRÍCOLA EL CACTUS S.A. 2035-12-31 ACTIVA 01. SOCIEDAD ANÓNIMA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022
900566365,DOMIORIENTE SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,1084,MANUFACTURA,$0.05,$0.00,$0.01,$0.01,$0.00,2022
900268802,VITIS OLEI SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,126,AGROPECUARIO,$0.05,$0.02,$0.06,$0.02,$0.04,2022
830511769,SERVICIOS INTEGRALES DE TECNOLOGIA PARA REDES DE COMUNICACIONES INTELRED SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$0.05,$0.04,$0.07,$0.02,$0.05,2022
830013360,DEAS LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,$0.05,$0.00,$0.03,$0.01,$0.02,2022
804002840,SD SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,4220,CONSTRUCCIÓN,$0.05,$0.00,$0.03,$0.02,$0.01,2022
901374981,TRENDY SHOP BTA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4791,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022
830118415,RAINFOREST FARMS & BOUQUETS COMERCIALIZADORA INTERNACIONAL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,4620,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022
811008298,LLANTAS & TIRES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4530,COMERCIO,$0.05,$0.00,$0.03,$0.03,$0.01,2022
807004655,COMORIENTE S.A.,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4632,COMERCIO,$0.05,$0.00,$0.04,$0.03,$0.01,2022
900583497,INDUSTRIAS DIYON´S S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,$0.05,$0.00,$0.02,$0.01,$0.01,2022
805017506,CUTIS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4773,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.01,2022
890310455,SERCOFUN LTDA FUNERALES LOS OLIVOS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,9603,SERVICIOS,$0.05,$0.00,$0.06,$0.02,$0.05,2022
800180264,MAYA Y ASOCIADOS S.A.S,SUPERSOCIEDADES,Costa Atlántica,CESAR,VALLEDUPAR-CESAR,4111,CONSTRUCCIÓN,$0.05,$0.00,$0.08,$0.05,$0.03,2022
811042064,CENTRO CARDIOVASCULAR SOMER INCARE S A,SUPERSALUD,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,8610,SERVICIOS,$0.05,$0.01,$0.03,$0.02,$0.02,2022
900212145,DEPOSITO IMPERIO LER  SAS,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4663,COMERCIO,$0.05,$0.00,$0.02,$0.00,$0.01,2022
900538988,SUNCOLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4220,CONSTRUCCIÓN,$0.05,$0.00,$0.06,$0.04,$0.02,2022
860070078,IMCOLMEDICA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.05,$0.00,$0.06,$0.03,$0.03,2022
830092830,GRICOL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2599,MANUFACTURA,$0.05,$0.00,$0.03,$0.02,$0.01,2022
830106586,SEGURIDAD SAN MARTIN LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,$0.05,$0.00,$0.01,$0.01,$0.01,2022
890323635,EL COMERCIO ELECTRICO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4690,COMERCIO,$0.05,$0.00,$0.03,$0.02,$0.01,2022
800177215,CONSUCASA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.05,$0.00,$0.04,$0.02,$0.02,2022
900363493,INTERMARES L SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4631,COMERCIO,$0.05,$0.00,$0.03,$0.01,$0.01,2022
830508667,AGRICOLA DEL OCCIDENTE SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,VILLA-RICA-CAUCA-CAUCA,124,AGROPECUARIO,$0.05,$0.03,$0.16,$0.06,$0.10,2022
816003858,ENERGIA Y ALUMBRADO DE PEREIRA SA ESP,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3512,SERVICIOS,$0.05,$0.02,$0.14,$0.03,$0.12,2022
800195190,CONFITECA COLOMBIA S.A EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1082,MANUFACTURA,$0.05,-$0.01,$0.06,$0.06,-$0.01,2022
890328485,PRODUCTOS DE CAUCHO Y LONA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,4742,COMERCIO,$0.05,$0.00,$0.04,$0.04,$0.01,2022
805020245,SURTIACEITES ESPINOSA Y CIA SCA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4732,COMERCIO,$0.05,$0.00,$0.03,$0.02,$0.01,2022
900575605,RF JCAP SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6493,SERVICIOS,$0.05,$0.00,$0.01,$0.01,$0.01,2022
890916988,AVERY DENNISON RIS COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1811,MANUFACTURA,$0.05,$0.00,$0.03,$0.02,$0.01,2022
900467439,KAPTA BI S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6810,SERVICIOS,$0.05,$0.04,$0.07,$0.00,$0.06,2022
900267064,INVERSIONES AZALUD S.A.S,SUPERSALUD,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,8610,SERVICIOS,$0.05,$0.00,$0.04,$0.01,$0.03,2022
800193425,RIVERA Y FLOREZ SAS DISTRIBUCIONES,SUPERSOCIEDADES,Otros,PUTUMAYO,MOCOA-PUTUMAYO,4511,COMERCIO,$0.05,$0.00,$0.02,$0.00,$0.02,2022
817000639,METALICAS E INGENIERIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,JAMUNDI-VALLE,4290,CONSTRUCCIÓN,$0.05,-$0.00,$0.03,$0.02,$0.01,2022
800153970,VITRAL TEXTIL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4641,COMERCIO,$0.05,$0.00,$0.04,$0.03,$0.01,2022
900550254,PROVIDA FARMACEUTICA SAS,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,$0.05,$0.00,$0.04,$0.03,$0.01,2022
900730037,SRSS RESOURCES MIN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$0.05,$0.01,$0.05,$0.03,$0.02,2022
800160435,FLORES DE LA CAMPIÑA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,125,AGROPECUARIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022
